username,num_ratings,bitdepth,description,license,tags,url,preview-hq-ogg,avg_rating,channels,type,duration,experiment_url,samplerate,preview-hq-mp3,bitrate,id,name
hello_flowers,1,8,Slow wobbly sound with beeped tempo. }loop-able{,http://creativecommons.org/licenses/sampling+/1.0/,deconstruction glitch lo-fi loud noise,https://www.freesound.org/people/hello_flowers/sounds/27541/,https://www.freesound.org/data/previews/27/27541_199517-hq.ogg,4.0,1,wav,7.70031746032,http://kyoto.let.vu.nl/~miltenburg/sounds/27541.mp3,22050.0,https://www.freesound.org/data/previews/27/27541_199517-hq.mp3,176,27541,1stPack=NG#4.wav
FreqMan,9,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair.  2 of 8. You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit soundeffect wood,https://www.freesound.org/people/FreqMan/sounds/25925/,https://www.freesound.org/data/previews/25/25925_92661-hq.ogg,3.88888888888889,1,wav,6.73983333333,http://kyoto.let.vu.nl/~miltenburg/sounds/25925.mp3,48000.0,https://www.freesound.org/data/previews/25/25925_92661-hq.mp3,768,25925,chair_sitting_2.wav
FreqMan,8,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair. 3 of 8.  You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit soundeffect wood,https://www.freesound.org/people/FreqMan/sounds/25926/,https://www.freesound.org/data/previews/25/25926_92661-hq.ogg,3.8125,1,wav,6.23120833333,http://kyoto.let.vu.nl/~miltenburg/sounds/25926.mp3,48000.0,https://www.freesound.org/data/previews/25/25926_92661-hq.mp3,768,25926,chair_sitting_3.wav
FreqMan,19,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair. 4 of 8.  You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit wood soundeffect,https://www.freesound.org/people/FreqMan/sounds/25927/,https://www.freesound.org/data/previews/25/25927_92661-hq.ogg,4.157894736842105,1,wav,15.7040625,http://kyoto.let.vu.nl/~miltenburg/sounds/25927.mp3,48000.0,https://www.freesound.org/data/previews/25/25927_92661-hq.mp3,768,25927,chair_sitting_4.wav
FreqMan,16,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair. 5 of 8.  You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit soundeffect wood,https://www.freesound.org/people/FreqMan/sounds/25928/,https://www.freesound.org/data/previews/25/25928_92661-hq.ogg,4.125,1,wav,4.56283333333,http://kyoto.let.vu.nl/~miltenburg/sounds/25928.mp3,48000.0,https://www.freesound.org/data/previews/25/25928_92661-hq.mp3,768,25928,chair_sitting_5.wav
FreqMan,19,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair. 6 of 8.  You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit wood soundeffect,https://www.freesound.org/people/FreqMan/sounds/25929/,https://www.freesound.org/data/previews/25/25929_92661-hq.ogg,4.026315789473685,1,wav,4.19075,http://kyoto.let.vu.nl/~miltenburg/sounds/25929.mp3,48000.0,https://www.freesound.org/data/previews/25/25929_92661-hq.mp3,768,25929,chair_sitting_6.wav
FreqMan,35,16,"By request.

Foley sounds of person sitting in a wooden and canvas folding chair. 7 of 8.  You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP




",http://creativecommons.org/licenses/by/3.0/,chair creek foley sit soundeffect wood,https://www.freesound.org/people/FreqMan/sounds/25930/,https://www.freesound.org/data/previews/25/25930_92661-hq.ogg,4.17142857142857,1,wav,5.16366666667,http://kyoto.let.vu.nl/~miltenburg/sounds/25930.mp3,48000.0,https://www.freesound.org/data/previews/25/25930_92661-hq.mp3,768,25930,chair_sitting_7.wav
beymer,27,16,recorded with an AKG perception mic. ,http://creativecommons.org/publicdomain/zero/1.0/,machine noise a dryer hair,https://www.freesound.org/people/beymer/sounds/25912/,https://www.freesound.org/data/previews/25/25912_144237-hq.ogg,4.055555555555555,1,wav,6.4601814059,http://kyoto.let.vu.nl/~miltenburg/sounds/25912.mp3,44100.0,https://www.freesound.org/data/previews/25/25912_144237-hq.mp3,705,25912,Blow Dryer.wav
FreqMan,4,16,Copper tubing thrown down. (small diameter - as used for the HP liquid line on air conditioning systems) Recorded with AKG condenser microphone to M-Audio Delta AP soundcard ,http://creativecommons.org/licenses/by/3.0/,copper crash foley tubing,https://www.freesound.org/people/FreqMan/sounds/25840/,https://www.freesound.org/data/previews/25/25840_92661-hq.ogg,1.875,1,wav,2.77333333333,http://kyoto.let.vu.nl/~miltenburg/sounds/25840.mp3,48000.0,https://www.freesound.org/data/previews/25/25840_92661-hq.mp3,768,25840,copper tube1.wav
info@in-tune.nl,4,0,"a washing machine centrifuging.
",http://creativecommons.org/licenses/by/3.0/,machine washing,https://www.freesound.org/people/info@in-tune.nl/sounds/59241/,https://www.freesound.org/data/previews/59/59241_568123-hq.ogg,3.125,2,mp3,42.8941,http://kyoto.let.vu.nl/~miltenburg/sounds/59241.mp3,44100.0,https://www.freesound.org/data/previews/59/59241_568123-hq.mp3,1378,59241,wasmachine-centrifugeertkort.mp3
suonho,27,16,"a collection of sinister, granular synthesized sounds, designed to be used in a cinematic way.",http://creativecommons.org/licenses/by/3.0/,liquid glitch future underwater torture submerge suspance criminal drone effect electro granular monster mutant noise thrill transformers ufo suspence illbient creepy synth dark drama synthesizer tense terror experiment fear filter pad scary sci-fi lab sinister bakground texture spooky spy horror thriller film bad atmosphere alien movie ambience score soundesign soundscape ambient abstract cinematic,https://www.freesound.org/people/suonho/sounds/58961/,https://www.freesound.org/data/previews/58/58961_308-hq.ogg,4.48148148148148,2,wav,39.4507256236,http://kyoto.let.vu.nl/~miltenburg/sounds/58961.mp3,44100.0,https://www.freesound.org/data/previews/58/58961_308-hq.mp3,1411,58961,scaryscape_underyourskin.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58544/,https://www.freesound.org/data/previews/58/58544_734018-hq.ogg,0.0,2,wav,2.0,http://kyoto.let.vu.nl/~miltenburg/sounds/58544.mp3,44100.0,https://www.freesound.org/data/previews/58/58544_734018-hq.mp3,1411,58544,30.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58542/,https://www.freesound.org/data/previews/58/58542_734018-hq.ogg,0.0,2,wav,0.5,http://kyoto.let.vu.nl/~miltenburg/sounds/58542.mp3,44100.0,https://www.freesound.org/data/previews/58/58542_734018-hq.mp3,1411,58542,28.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58541/,https://www.freesound.org/data/previews/58/58541_734018-hq.ogg,0.0,2,wav,2.0,http://kyoto.let.vu.nl/~miltenburg/sounds/58541.mp3,44100.0,https://www.freesound.org/data/previews/58/58541_734018-hq.mp3,1411,58541,27.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58540/,https://www.freesound.org/data/previews/58/58540_734018-hq.ogg,0.0,2,wav,1.17188208617,http://kyoto.let.vu.nl/~miltenburg/sounds/58540.mp3,44100.0,https://www.freesound.org/data/previews/58/58540_734018-hq.mp3,1411,58540,26.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,machine industrial metal tools,https://www.freesound.org/people/arnt/sounds/58539/,https://www.freesound.org/data/previews/58/58539_734018-hq.ogg,0.0,2,wav,2.0,http://kyoto.let.vu.nl/~miltenburg/sounds/58539.mp3,44100.0,https://www.freesound.org/data/previews/58/58539_734018-hq.mp3,1411,58539,25.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58538/,https://www.freesound.org/data/previews/58/58538_734018-hq.ogg,0.0,2,wav,2.0,http://kyoto.let.vu.nl/~miltenburg/sounds/58538.mp3,44100.0,https://www.freesound.org/data/previews/58/58538_734018-hq.mp3,1411,58538,24.wav
arnt,1,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58537/,https://www.freesound.org/data/previews/58/58537_734018-hq.ogg,5.0,2,wav,2.75,http://kyoto.let.vu.nl/~miltenburg/sounds/58537.mp3,44100.0,https://www.freesound.org/data/previews/58/58537_734018-hq.mp3,1411,58537,23.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58534/,https://www.freesound.org/data/previews/58/58534_734018-hq.ogg,0.0,2,wav,2.05274376417,http://kyoto.let.vu.nl/~miltenburg/sounds/58534.mp3,44100.0,https://www.freesound.org/data/previews/58/58534_734018-hq.mp3,1411,58534,20.wav
arnt,1,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58532/,https://www.freesound.org/data/previews/58/58532_734018-hq.ogg,4.0,2,wav,4.5,http://kyoto.let.vu.nl/~miltenburg/sounds/58532.mp3,44100.0,https://www.freesound.org/data/previews/58/58532_734018-hq.mp3,1411,58532,18.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58531/,https://www.freesound.org/data/previews/58/58531_734018-hq.ogg,0.0,2,wav,1.21875283447,http://kyoto.let.vu.nl/~miltenburg/sounds/58531.mp3,44100.0,https://www.freesound.org/data/previews/58/58531_734018-hq.mp3,1411,58531,17.wav
arnt,0,16,recordings from my garage.,http://creativecommons.org/publicdomain/zero/1.0/,industrial machine metal tools,https://www.freesound.org/people/arnt/sounds/58530/,https://www.freesound.org/data/previews/58/58530_734018-hq.ogg,0.0,2,wav,1.5,http://kyoto.let.vu.nl/~miltenburg/sounds/58530.mp3,44100.0,https://www.freesound.org/data/previews/58/58530_734018-hq.mp3,1411,58530,16.wav
sagetyrtle,43,16,"Binaural stereo recording of an angry clatter of dishes, silverware, and cups.",http://creativecommons.org/publicdomain/zero/1.0/,silverware clatter cutlery angry dishes foley dish,https://www.freesound.org/people/sagetyrtle/sounds/33986/,https://www.freesound.org/data/previews/33/33986_43834-hq.ogg,4.232558139534885,2,wav,11.0449433107,http://kyoto.let.vu.nl/~miltenburg/sounds/33986.mp3,44100.0,https://www.freesound.org/data/previews/33/33986_43834-hq.mp3,1411,33986,dishes.wav
Elektrocell,19,16,this sound is not a traditional drone. i made different tunes,http://creativecommons.org/publicdomain/zero/1.0/,ambience ambient atmosphere dark deep digital drone electronic experimental fx horror noise pad reverb sample sound-effect space,https://www.freesound.org/people/Elektrocell/sounds/20704/,https://www.freesound.org/data/previews/20/20704_53896-hq.ogg,4.31578947368421,2,wav,53.0249886621,http://kyoto.let.vu.nl/~miltenburg/sounds/20704.mp3,44100.0,https://www.freesound.org/data/previews/20/20704_53896-hq.mp3,1411,20704,spacedrone2.wav
zippi1,4,0,machine noise (my home PC),http://creativecommons.org/licenses/by-nc/3.0/,dust factory long machine noise ventilator voice,https://www.freesound.org/people/zippi1/sounds/17950/,https://www.freesound.org/data/previews/17/17950_30267-hq.ogg,4.125,1,mp3,20.6378,http://kyoto.let.vu.nl/~miltenburg/sounds/17950.mp3,44100.0,https://www.freesound.org/data/previews/17/17950_30267-hq.mp3,689,17950,sound-machine2.mp3
Halph-Price,4,16,some distant bombing,http://creativecommons.org/publicdomain/zero/1.0/,digital fx harsh,https://www.freesound.org/people/Halph-Price/sounds/15972/,https://www.freesound.org/data/previews/15/15972_49745-hq.ogg,3.75,2,wav,9.29031746032,http://kyoto.let.vu.nl/~miltenburg/sounds/15972.mp3,44100.0,https://www.freesound.org/data/previews/15/15972_49745-hq.mp3,1411,15972,digiti bombing.wav
dobroide,7,16,sound of a motorcycle with echo added and pitch changed/sonido de una moto procesada,http://creativecommons.org/licenses/by/3.0/,machine motorcycle processed,https://www.freesound.org/people/dobroide/sounds/15227/,https://www.freesound.org/data/previews/15/15227_8043-hq.ogg,4.285714285714285,2,wav,7.0,http://kyoto.let.vu.nl/~miltenburg/sounds/15227.mp3,44100.0,https://www.freesound.org/data/previews/15/15227_8043-hq.mp3,1411,15227,slowdown.engine.wav
simple machines,0,24,bathroom extractor. stereo condenser mic,http://creativecommons.org/licenses/by/3.0/,field-recording machines,https://www.freesound.org/people/simple%20machines/sounds/43708/,https://www.freesound.org/data/previews/43/43708_374574-hq.ogg,0.0,2,wav,12.3394104308,http://kyoto.let.vu.nl/~miltenburg/sounds/43708.mp3,44100.0,https://www.freesound.org/data/previews/43/43708_374574-hq.mp3,2116,43708,bathroom_extractor.wav
amabok,7,16,"Recorded in one of CGD's Multibanco ATM's at Campo Grande Metro Station agency in Lisbon, Portugal.
Recorded with a MD (MZ-NH700) using a cheap microphone using MIC-IN in PCM format.",http://creativecommons.org/licenses/by/3.0/,environmental-sounds-research withdrawal money-withdrawal multibanco receipt machine printer atm,https://www.freesound.org/people/amabok/sounds/41195/,https://www.freesound.org/data/previews/41/41195_266274-hq.ogg,4.142857142857145,2,wav,6.37510204082,http://kyoto.let.vu.nl/~miltenburg/sounds/41195.mp3,44100.0,https://www.freesound.org/data/previews/41/41195_266274-hq.mp3,1411,41195,ATM-Withdrawal.wav
zwang,0,16,Short clicks and pops recorded from a single LP record. I carved into the surface of the record with my keys and then recorded the sound of the needle hitting the scratches. ,http://creativecommons.org/licenses/by/3.0/,analog glitch noise record,https://www.freesound.org/people/zwang/sounds/42598/,https://www.freesound.org/data/previews/42/42598_410308-hq.ogg,0.0,1,aif,1.52154195011,http://kyoto.let.vu.nl/~miltenburg/sounds/42598.mp3,44100.0,https://www.freesound.org/data/previews/42/42598_410308-hq.mp3,705,42598,record071.aif
zwang,1,16,Short clicks and pops recorded from a single LP record. I carved into the surface of the record with my keys and then recorded the sound of the needle hitting the scratches. ,http://creativecommons.org/licenses/by/3.0/,analog glitch noise record,https://www.freesound.org/people/zwang/sounds/42597/,https://www.freesound.org/data/previews/42/42597_410308-hq.ogg,0.0,1,aif,0.598639455782,http://kyoto.let.vu.nl/~miltenburg/sounds/42597.mp3,44100.0,https://www.freesound.org/data/previews/42/42597_410308-hq.mp3,705,42597,record070.aif
Slave2theLight,6,24,"sexy-time foley performance from the movie ""Dead Season."" ",http://creativecommons.org/licenses/by/3.0/,undressing dead-season foley rustle zipper clothing,https://www.freesound.org/people/Slave2theLight/sounds/157068/,https://www.freesound.org/data/previews/157/157068_2835342-hq.ogg,4.166666666666665,2,aiff,58.5842,http://kyoto.let.vu.nl/~miltenburg/sounds/157068.mp3,48000.0,https://www.freesound.org/data/previews/157/157068_2835342-hq.mp3,2253,157068,Clothing foley FX performance
Corsica_S,1,24,Toggling on and off a small metal switch. Recorded with AT4021s into a Modified Marantz PMD661.,http://creativecommons.org/licenses/by/3.0/,button click foley sound-effect switch toggle,https://www.freesound.org/people/Corsica_S/sounds/91512/,https://www.freesound.org/data/previews/91/91512_7037-hq.ogg,5.0,2,aif,20.0373333333,http://kyoto.let.vu.nl/~miltenburg/sounds/91512.mp3,48000.0,https://www.freesound.org/data/previews/91/91512_7037-hq.mp3,2304,91512,switch_01.aif
nicStage,13,24,"My VCR. Inserting and ejecting a tape, playing, fast forward, rewind, etc. Schoeps CMC6 /w MK22 capsule into Sound Devices USBPre.",http://creativecommons.org/licenses/by/3.0/,cassette machine tape vcr,https://www.freesound.org/people/nicStage/sounds/83111/,https://www.freesound.org/data/previews/83/83111_1198-hq.ogg,4.307692307692305,1,wav,179.554277778,http://kyoto.let.vu.nl/~miltenburg/sounds/83111.mp3,48000.0,https://www.freesound.org/data/previews/83/83111_1198-hq.mp3,1152,83111,vcr.wav
FreqMan,12,16,"By request.  

Foley sounds of person sitting in a wooden and canvas folding chair.  1 of 8.   You may catch some clothing noises if you boost the levels.

AKG condenser microphone M-Audio Delta AP",http://creativecommons.org/licenses/by/3.0/,sit chair creek foley soundeffect wood,https://www.freesound.org/people/FreqMan/sounds/25924/,https://www.freesound.org/data/previews/25/25924_92661-hq.ogg,4.291666666666665,1,wav,5.41302083333,http://kyoto.let.vu.nl/~miltenburg/sounds/25924.mp3,48000.0,https://www.freesound.org/data/previews/25/25924_92661-hq.mp3,768,25924,chair_sitting_1.wav
Velvorn,13,16,"This is a sound effect of an airlock created with some freesound samples.

<a href=""http://www.freesound.org/samplesViewSingle.php?id=31474"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=31474</a>
<a href=""http://www.freesound.org/samplesViewSingle.php?id=523"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=523</a>
<a href=""http://www.freesound.org/samplesViewSingle.php?id=15983"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=15983</a>
<a href=""http://www.freesound.org/samplesViewSingle.php?id=12906"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=12906</a>",http://creativecommons.org/licenses/by/3.0/,airlock hydraulic machine open sci-fi science-fiction,https://www.freesound.org/people/Velvorn/sounds/95773/,https://www.freesound.org/data/previews/95/95773_444887-hq.ogg,4.423076923076925,2,wav,2.5506122449,http://kyoto.let.vu.nl/~miltenburg/sounds/95773.mp3,44100.0,https://www.freesound.org/data/previews/95/95773_444887-hq.mp3,1411,95773,sas_ouverture.WAV
Corsica_S,8,24,Pushing on and off a different small plastic button. Recorded with AT4021s into a Modified Marantz PMD661.,http://creativecommons.org/licenses/by/3.0/,button click foley sound-effect switch toggle,https://www.freesound.org/people/Corsica_S/sounds/91510/,https://www.freesound.org/data/previews/91/91510_7037-hq.ogg,5.0,2,aif,18.76875,http://kyoto.let.vu.nl/~miltenburg/sounds/91510.mp3,48000.0,https://www.freesound.org/data/previews/91/91510_7037-hq.mp3,2304,91510,push_button_02.aif
jakobthiesen,0,24,"Recorded at Suzana's lovely studio, her machines and miscellaneous sounds from her workspace.

Sony PCM D50 24bit xy pattern
",http://creativecommons.org/licenses/by/3.0/,Seamstress sewing setup run machine,https://www.freesound.org/people/jakobthiesen/sounds/132441/,https://www.freesound.org/data/previews/132/132441_213393-hq.ogg,0.0,2,wav,97.905,http://kyoto.let.vu.nl/~miltenburg/sounds/132441.mp3,48000.0,https://www.freesound.org/data/previews/132/132441_213393-hq.mp3,2250,132441,Seamstress' sewing machine setup and run.wav
Tomlija,15,16,"A bunch of kids in the schoolyard of my elementary school 'Braca Baruh', here in Belgrade, Serbia. Doing all sorts of these beautiful stuff for kids. Oh, the carefree joys of childhood! Memories...sights and sounds...interwoven. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,crowd argue arguing atmosphere belgrade beograd child children cinematic field fight fighting foley football game goal goals ground h4n infant infants kalemegdan kid kids murmur park play play-ground playground playing rhubarb school school-yard schoolyard scream screaming serbia sfx shout shouting socce soccer srbija tomlija walla yard yell yelling ambience zoom,https://www.freesound.org/people/Tomlija/sounds/105415/,https://www.freesound.org/data/previews/105/105415_1163166-hq.ogg,4.3,2,aif,54.9951458333,http://kyoto.let.vu.nl/~miltenburg/sounds/105415.mp3,48000.0,https://www.freesound.org/data/previews/105/105415_1163166-hq.mp3,1536,105415,elementary school schoolyard.aif
Slave2theLight,3,24,"5 foley hits, wooden bat-on-zombie",http://creativecommons.org/licenses/by/3.0/,dead-season meat foley percussion hit bat,https://www.freesound.org/people/Slave2theLight/sounds/157021/,https://www.freesound.org/data/previews/157/157021_2835342-hq.ogg,5.0,2,wav,5.06306,http://kyoto.let.vu.nl/~miltenburg/sounds/157021.mp3,48000.0,https://www.freesound.org/data/previews/157/157021_2835342-hq.mp3,2261,157021,5 Bat Hits
Slave2theLight,6,24,Walking on dirty floor in boots,http://creativecommons.org/licenses/by/3.0/,dead-season boot foley step walk dirt floor,https://www.freesound.org/people/Slave2theLight/sounds/157023/,https://www.freesound.org/data/previews/157/157023_2835342-hq.ogg,4.5,2,aiff,7.25725,http://kyoto.let.vu.nl/~miltenburg/sounds/157023.mp3,48000.0,https://www.freesound.org/data/previews/157/157023_2835342-hq.mp3,2253,157023,Boot foley
Slave2theLight,5,24,Running through grass foot foley.,http://creativecommons.org/licenses/by/3.0/,dead-season fast foley shoe run grass,https://www.freesound.org/people/Slave2theLight/sounds/157037/,https://www.freesound.org/data/previews/157/157037_2835342-hq.ogg,5.0,2,aiff,4.58792,http://kyoto.let.vu.nl/~miltenburg/sounds/157037.mp3,48000.0,https://www.freesound.org/data/previews/157/157037_2835342-hq.mp3,2254,157037,Running through grass
churkblip,4,0,audio lsd,http://creativecommons.org/licenses/sampling+/1.0/,wet churk feedback fizz glitch grunge acid noise phase phaser psychedelic rainbow trip trippy guitar,https://www.freesound.org/people/churkblip/sounds/42161/,https://www.freesound.org/data/previews/42/42161_205017-hq.ogg,3.375,2,mp3,4.25902,http://kyoto.let.vu.nl/~miltenburg/sounds/42161.mp3,44100.0,https://www.freesound.org/data/previews/42/42161_205017-hq.mp3,1378,42161,rainbow churk1.mp3
thecluegeek,9,16,A man going 'Hmm?',http://creativecommons.org/licenses/by/3.0/,man best hmmm effect hilarious silly machine gun confused people funny sound,https://www.freesound.org/people/thecluegeek/sounds/140583/,https://www.freesound.org/data/previews/140/140583_2306565-hq.ogg,3.88888888888889,2,wav,0.97619,http://kyoto.let.vu.nl/~miltenburg/sounds/140583.mp3,44100.0,https://www.freesound.org/data/previews/140/140583_2306565-hq.mp3,1379,140583,Confused
Tomlija,23,16,"Street entertainer in Knez Mihajlova street causing a small-to-medium group of 30-50 people to cheer and applaud to his tricks. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,audience applaud applauding applause atmosphere cheer cheering clap clapping crowd foley gather gathering group h4n zoom tomlija ambience people positive reaction sfx shout shouting street medium small,https://www.freesound.org/people/Tomlija/sounds/99634/,https://www.freesound.org/data/previews/99/99634_1163166-hq.ogg,3.93478260869565,2,wav,3.70310657596,http://kyoto.let.vu.nl/~miltenburg/sounds/99634.mp3,44100.0,https://www.freesound.org/data/previews/99/99634_1163166-hq.mp3,1411,99634,small crowd cheering and clapping.wav
Tomlija,19,16,"Street entertainer in Knez Mihajlova street causing a small-to-medium group of 30-50 people to laugh and applaud to his tricks. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,audience applaud applauding applause atmosphere cheer cheering clap clapping crowd foley gather gathering group h4n laugh laughing laughter medium people positive reaction sfx shout shouting small street tomlija ambience zoom,https://www.freesound.org/people/Tomlija/sounds/99635/,https://www.freesound.org/data/previews/99/99635_1163166-hq.ogg,4.026315789473685,2,wav,12.8333333333,http://kyoto.let.vu.nl/~miltenburg/sounds/99635.mp3,44100.0,https://www.freesound.org/data/previews/99/99635_1163166-hq.mp3,1411,99635,small crowd laughing and clapping.wav
Tomlija,16,16,"Indistinct chatter of about thirty girls in one very cool cafe in Belgrade, called 'Coffee Dream'. Very nice ambience and, in my humble opinion, very applicable. Enjoy! Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,murmur murmuring loud speaking talking loudly coffee foley group h4n indistict people restaurant rhubarb sfx small tomlija walla ambience zoom atmosphere cafe chat chatter club,https://www.freesound.org/people/Tomlija/sounds/99632/,https://www.freesound.org/data/previews/99/99632_1163166-hq.ogg,4.1875,2,wav,59.5953061224,http://kyoto.let.vu.nl/~miltenburg/sounds/99632.mp3,44100.0,https://www.freesound.org/data/previews/99/99632_1163166-hq.mp3,1411,99632,small cafe ambience.wav
epiphanyx16,6,16,This is a short clip that can be used to establish a setting for a small old style village. ,http://creativecommons.org/publicdomain/zero/1.0/,background design foley setting sound theater town village,https://www.freesound.org/people/epiphanyx16/sounds/66740/,https://www.freesound.org/data/previews/66/66740_825303-hq.ogg,3.666666666666665,2,wav,45.5,http://kyoto.let.vu.nl/~miltenburg/sounds/66740.mp3,44100.0,https://www.freesound.org/data/previews/66/66740_825303-hq.mp3,1411,66740,Village.wav
Tomlija,26,16,"Me using the elevator of the building where used to be the TV station where I used to work as a sound engineer a couple of years ago. I was going to the seventh floor, but this elevator is freaking fast. Very cool sound, I must admit! Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,rumbling opening ping rumble sfx sliding smooth tomlija up zoom low open lift modern building close closing door down elevator foley going h4n automatic,https://www.freesound.org/people/Tomlija/sounds/99565/,https://www.freesound.org/data/previews/99/99565_1163166-hq.ogg,4.365384615384615,2,wav,21.1906122449,http://kyoto.let.vu.nl/~miltenburg/sounds/99565.mp3,44100.0,https://www.freesound.org/data/previews/99/99565_1163166-hq.mp3,1411,99565,elevator door open_close 2.wav
Tomlija,9,16,"A cool sound of my friend rolling the bowling ball down the bowling alley and knocking down all the ten pins at once. Cool! Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt  ",http://creativecommons.org/licenses/by/3.0/,alley ambience atmosphere ball bowling candlepin crash down duckpin fivepin foley h4n hit indoor indoors knock knock-down leisure ninepin pin pins roll rolling sfx smash sport sports ten ten-pin tenpin tomlija zoom,https://www.freesound.org/people/Tomlija/sounds/99562/,https://www.freesound.org/data/previews/99/99562_1163166-hq.ogg,4.666666666666665,2,wav,13.9583219955,http://kyoto.let.vu.nl/~miltenburg/sounds/99562.mp3,44100.0,https://www.freesound.org/data/previews/99/99562_1163166-hq.mp3,1411,99562,bowling alley ambience.wav
